G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,LogS
-26626.201,-19.9534,291.148,1.84387,0,-0.1424,-0.11833,0.101,-0.385,291.9914,448.4660034,-6.940002
-24849.0549,63.7367,249.507,5.46782,-0.51552,1.42414,-0.51552,0.66264,-2.02105,232.2049,426.48349,-3.43
-32981.318,33.0011,425.965,8.49777,-1.51773,1.206,-0.46636,0.44962,-1.96239,384.2584,587.7645264,-5.682
-23037.2794,52.5554,233.719,1.65003,-0.72198,0.09558,-0.36202,0.35582,-0.72198,208.216,387.6257324,-5.19
-35397.577,-5.2236,516.104,0.00265325,-1.49672,0.90892,-0.43863,0.37826,-1.49672,370.5714,770.1970825,-5.064
-31110.556,77.1894,346.953,2.07537,-1.21427,0.8091,-0.5939,1.07518,-1.12282,350.5836,529.8200684,-5.513696
-23670.5005,62.6367,227.747,9.97469,-0.9703,1.49273,-0.4891,0.53145,-2.17076,185.2254,402.3886414,-2.15
-22631.9231,-103.8569,180.832,1.39836,-1.14032,1.03916,-0.38503,0.20117,-1.14032,134.1748,372.1161194,0.88
-21265.4488,-3.4028,201.512,0.0417247,0,-0.40231,-0.09579,0.07629,0,156.2268,358.5672302,-4.74
-25630.536,-104.3735,256.516,3.30191,-1.46449,1.08346,-0.50012,0.50075,-1.84937,223.228,443.4833679,-1.57
-25522.6525,9.8589,310.371,0.109486,0,-0.70223,-0.07576,0.0708,0,256.3464,470.7662964,-7.009999
-18937.6484,35.7213,130.713,4.56948,-0.46395,0.67934,-0.46395,0.37459,-0.89657,99.1322,275.8137512,1
-26007.0943,24.5078,275.623,2.56311,-0.45427,0.53329,-0.45427,0.29515,-0.8242,203.342,478.3268738,-3.37896
-25255.7867,110.2815,248.062,5.92583,-0.44381,-0.08204,-0.44381,0.3797,-0.77527,217.285,427.362915,-3.337
-30942.3885,121.3017,403.159,5.53897,-1.16527,0.19232,-0.47762,0.42456,-1.88856,328.4102,619.5836182,-1.3
-32035.834,-190.6582,382.456,9.35092,-1.84289,0.91785,-0.62191,1.06356,-1.46189,362.7642,579.9417114,-5.38
-18875.8642,-4.8163,135.562,1.57898,-0.37791,0.59815,-0.3858,0.15538,-0.76371,101.148,272.1585388,1
-28269.6515,-262.3878,295.695,2.21969,-0.39738,0.30058,-0.20233,0.11122,-0.69666,321.9744,456.3320313,-8.890084
-24781.6403,-51.0641,227.41,8.48864,-1.99064,-0.01941,-0.78651,1.89595,-1.08448,214.2386,403.2633057,-1.35405
-20886.9361,48.3256,152.538,2.88216,-0.85751,0.66367,-0.52649,0.50665,-1.21629,117.1474,322.1795959,-0.66
-21987.7355,10.9007,172.77,8.69061,-1.4742,0.32144,-0.43098,0.51606,-0.95814,167.1208,319.4908752,-1.474
-23275.075,-20.3732,269.848,0.00183238,0,-0.81241,-0.05641,0.07,0,228.2928,426.1617126,-6.74
-21920.1073,17.9912,174.571,3.13547,-0.76603,0.4277,-0.44746,0.38533,-1.12675,131.1742,350.2297974,-0.97469
-28652.6934,254.5789,355.237,2.45647,-0.75979,0.71701,-0.50055,0.50452,-1.14726,263.379,546.135498,-4.24
-29841.0995,228.6135,353.772,2.33051,-1.43092,1.02403,-0.38947,0.67461,-1.39962,335.2823,519.9810181,-5.53
-20058.786,-8.6375,144.45,3.90984,-0.71815,0.12855,-0.39095,0.35563,-0.71815,122.1232,283.5363159,-0.86
-34993.8153,24.7976,551.241,6.03774,-2.11675,0.92836,-0.41907,0.36052,-2.37818,476.5841,680.3357544,-4.9073
-35471.6612,-256.5355,552.535,4.94941,-2.11094,0.90022,-0.4194,0.36198,-2.37647,476.5841,696.6322021,-4.71
-22379.8697,68.8991,208.413,3.4217,0,0.17895,-0.37185,0.14123,-0.68571,162.234,361.3239441,0.79
-24494.9054,81.2718,214.131,3.71335,-2.5194,0.34618,-0.34516,0.60061,-0.72647,227.0872,395.6072388,-2.22
-31573.1616,119.3389,376.306,10.5558,-3.13473,0.66389,-0.77977,1.89542,-2.19536,362.3564,583.7888184,-2.517
-23409.6538,-363.3012,210.43,4.14252,-0.70113,0.14282,-0.37472,0.23095,-1.07585,167.2072,383.5526733,0.58
-27597.4602,3.086,314.952,3.71596,-0.43998,0.55241,-0.43998,0.29318,-0.96666,270.2164,481.8903198,-4.06988
-30954.8561,172.2034,408.39,9.23707,-1.19247,1.2146,-0.4778,0.46912,-2.28379,359.3995,585.4770508,-3.1811
-25833.7905,-71.9836,219.376,0.53561,-2.19127,0.20754,-0.36764,0.53158,-0.60191,227.133,380.2062683,-3.22
-26981.6714,1.4979,292.358,0.7015,-0.45708,0.52939,-0.45708,0.38279,-1.01304,259.7531,474.1920166,-1.72
-31650.4073,-78.138,353.189,5.52619,-2.23339,0.50027,-0.76029,1.39009,-0.8433,266.3167,587.9385986,-2.846
-30222.3654,-49.7165,346.474,5.01733,-1.67333,0.68939,-0.39669,0.51723,-1.35064,342.1348,536.3735352,-6
-25969.118,54.5064,291.806,3.22871,-0.46967,1.17012,-0.46967,0.44375,-1.80209,254.2908,464.4902039,-2.62
-18721.1422,-2.4283,127.625,3.06754,-0.365,0.22437,-0.365,0.26065,-0.365,86.1334,271.3504334,-0.12
-24142.9112,-119.9404,212.502,0.876199,0,0.13165,-0.3914,0.7394,-0.24173,239.5063,346.8347168,-4.98
-28069.5886,22.947,331.332,2.01021,-0.76611,0.20126,-0.44744,0.38517,-0.76611,228.374,578.755249,-5.33
-20964.7535,16.0518,187.571,0.000286301,0,-0.07927,-0.03129,0.02765,0,114.2302,373.4918213,-5.24
-21308.6473,-18.4814,196.602,1.34743,-0.16665,-0.41244,-0.16665,0.07673,-0.16665,168.1946,354.0545349,-4.51267
-24503.2054,-11.6861,291.363,0.136572,0,-0.81857,-0.06085,0.06969,0,252.3148,442.348999,-7.799998
-24510.5924,224.4118,206.551,10.0217,-1.76014,0.50047,-0.41844,0.52879,-1.23135,197.147,371.6324158,-2.014
-21519.6989,356.5304,153.556,9.34077,-0.81664,-0.12763,-0.40857,0.53403,-0.63718,138.1256,303.3133545,-2.37
-21854.872,-252.8953,168.26,3.70273,-0.63175,0.49059,-0.44328,0.48588,-1.035,169.5671,319.0333252,-2.77605
-16537.0716,19.0128,74.755,5.12385,-0.77854,0.62845,-0.42683,0.41657,-0.77854,60.0524,201.8628845,0.58
-19254.5536,-800.4292,108.671,6.05564,-0.38356,0.81917,-0.4633,0.36135,-1.24939,96.0884,243.8683777,0.59
-29487.6675,191.2753,376.182,9.76865,-1.18641,0.85711,-0.47709,0.46936,-2.17523,331.3459,552.2521973,-5.616
-23723.8388,-138.9674,230.655,4.82076,-0.37075,-0.43757,-0.37075,0.23201,-0.30867,198.2238,407.4526672,-3.75
-28855.6697,164.7946,314.442,1.12885,-1.95171,1.30651,-0.44402,0.43648,-2.36077,267.281,497.815033,0.43
-18720.1773,-61.1397,109.502,1.76586,-0.76396,0.48473,-0.44683,0.38738,-1.12372,89.0938,255.7904816,0.999479
-28505.0081,-148.083,325.654,0.18438,0,-0.29218,-0.11702,0.08432,-0.36536,318.0292,492.9644165,-6.899998
-23992.0981,-2.2072,222.293,5.57983,-1.01727,0.28151,-0.37469,0.23356,-1.39196,183.2066,394.1587524,-0.962
-38639.6797,261.1316,560.229,2.11249,-1.89208,1.55474,-0.438,0.37602,-3.06287,495.4016,822.428894,-1.59908
-26141.3766,279.6185,270.039,5.96983,-1.58464,1.42182,-0.42159,0.44453,-2.28896,258.233,446.1104736,-2.68
-24279.6395,-54.0895,243.126,3.92883,0,-0.38649,-0.12176,0.08073,-0.23863,223.1012,406.2637024,-5.28
-31816.2746,214.7043,389.998,7.74265,-0.94068,1.02259,-0.4126,0.33676,-2.09151,402.2467,608.4851685,-3.222
-24964.2108,-82.6016,246.859,5.26504,-1.91893,-0.83472,-0.77777,1.94607,-0.17614,251.333,406.7077637,-2.254
-21321.9204,10.3571,200.977,1.74666,0,-0.51518,-0.23873,0.22854,-0.23873,167.2098,359.0768738,-4.97
-25784.1908,131.8643,254.076,3.16337,-0.81288,0.40151,-0.49347,0.50884,-1.23642,223.6585,447.9688721,-2.62
-21055.1968,-27.4507,175.684,3.12576,-0.37967,-0.14123,-0.37967,0.20921,-0.73585,137.181,334.8883362,-0.48
-17184.0011,-323.5094,89.4465,8.65722,0,0.30124,-0.59003,0.30124,-1.20129,76.116,216.6707001,0.32
-21121.6122,14.0804,176.528,0.0506137,0,-0.27312,-0.19798,0.16645,0,110.1986,355.5775146,-3.66
-30549.9542,378.5349,366.562,4.13685,-2.96861,0.15988,-0.77232,1.92504,-1.01846,346.3574,545.2680054,-5.16
-20711.0598,57.1775,146.219,0.00406584,-1.51372,0.48366,-0.38717,0.21672,-1.51372,122.1206,292.4821777,0.7
-28914.1785,-11.8264,356.228,2.15256,-0.34517,-0.01532,-0.34517,0.24715,-0.8857,370.4895,507.0984192,-5.67
-24556.3051,41.6822,202.56,2.31151,-0.31113,0.08876,-0.31113,0.25164,-0.53745,276.9148,344.9935913,-3.33
-23506.1266,198.6385,200.678,9.55253,-1.35329,0.44556,-0.40125,0.53101,-0.82228,183.1634,370.4014587,-3.117
-27277.821,25.6483,310.326,1.88736,-0.76764,0.44299,-0.43691,0.3809,-0.76764,214.3472,549.3039551,-4.69
-30004.9746,-4.5978,340.181,3.28295,-1.91144,1.52282,-0.44046,0.43697,-2.32609,291.303,541.2770386,-2.084
-27032.1583,6.3876,258.993,3.28541,-2.22144,1.67957,-0.44065,0.37492,-2.22144,218.206,450.0582886,-0.6
-30662.8635,-13.0004,442.823,7.14749,-1.77869,0.56968,-0.38316,0.3296,-2.04072,392.4665,568.8005981,-3.7945
-26838.9204,-0.317,347.091,0.39427,0,0.01107,-0.38834,0.1781,-0.7397,266.3852,511.7869568,-1.527
-30659.9598,172.3227,428.61,2.73261,-0.46244,0.19464,-0.46244,0.37723,-1.45272,339.4796,604.3138428,-1.75
-24932.9484,-253.0677,271.408,0.9174,-1.20415,1.32404,-0.45255,0.5138,-1.91003,236.27,436.0276794,-2.76364
-23086.8246,4.7838,191.88,5.58075,-1.13999,0.49585,-0.38626,0.55607,-1.08386,171.1554,338.605896,-1.20351
-28891.473,-128.0799,333.382,11.8314,-3.44513,-1.18122,-0.79878,1.95056,0.04956,333.3916,522.2833862,-4.222
-28408.8421,210.38,305.731,8.88693,-2.05747,0.24532,-0.78246,1.91323,-1.54787,271.3336,515.7579346,-2.18
-13079.0476,-0.3084,53.1113,0.00196119,0,-0.17795,-0.08898,0.04454,0,28.0536,168.6442261,-0.4
-25685.4789,2.7797,238.497,8.52784,-2.33543,0.33525,-0.77072,1.91363,-1.40447,230.238,420.4824524,-1.66
-24191.193,6.3619,246.68,3.32883,-1.46726,0.84355,-0.41173,0.36696,-1.46726,210.2292,421.4405212,-1.2
-25525.1315,-74.8339,262.503,2.5847,0,-0.27917,-0.09061,0.10183,-0.26306,257.5463,426.9241028,-6.27
-29588.1088,523.9812,364.617,6.20761,-2.38574,0.38515,-0.77002,1.91083,-1.50851,324.394,572.0822144,-2.06
-27818.3894,169.4293,360.046,4.43628,-0.30131,0.02028,-0.30131,0.26928,-0.56569,290.4201,498.0870361,-6.79588
-28988.4424,236.1926,378.686,4.13981,-0.73473,-0.19527,-0.37261,0.29716,-0.73473,298.4242,516.3717651,-4.69398
-26806.0015,-854.5802,238.643,4.59244,-0.59251,0.62197,-0.31158,0.2107,-0.80561,241.5011,382.8556213,-4.37
-19468.7737,-1.7084,144.275,0.000288091,0,-0.04264,-0.03135,0.02767,0,86.1766,310.0846252,-3.84
-27327.0059,-4.1965,295.346,8.77382,-1.84691,-3.00E-05,-0.78928,1.90932,-1.24785,280.3008,485.3935547,-3.28
-23428.3316,36.1853,216.243,2.56412,0,-0.02633,-0.21763,0.0807,-0.21763,193.1263,404.6979675,-5.06
-23494.0433,235.3457,202.556,2.50316,-0.76279,0.60413,-0.50336,0.50559,-1.15,165.1914,383.9714355,-1.8
-27541.48,3.3895,372.275,1.85655,-0.32854,0.00902,-0.36358,0.23041,-0.69212,285.4284,537.7850952,-3.8032
-27508.0442,-114.0764,335.588,1.67245,-0.70192,-0.20493,-0.37261,0.22971,-0.70192,272.3864,482.1194763,-4.84
-32031.2878,62.1365,459.385,3.50234,-1.46133,0.66068,-0.43432,0.37263,-1.46133,372.5034,593.8684082,-4.63
-27605.5871,-28.3383,339.6,7.54334,0,0.14898,-0.3195,0.1754,-0.96447,308.7695,517.0610352,-3.433
-17657.0122,-100.4754,82.4982,6.81396,-0.72684,0.52083,-0.54352,0.52083,-1.41541,76.0548,213.0370331,1.12
-24816.4889,-26.0835,232.423,1.07332,0,0.2322,-0.10183,0.2174,-0.23221,272.773,357.1887512,-5.18
-21639.4251,33.2057,179.165,2.97949,-0.74176,0.36733,-0.43317,0.35498,-1.05746,149.2074,310.7606506,-0.13
-19450.3111,-41.4831,131.845,1.6897,-0.77832,0.59613,-0.44979,0.43767,-0.77832,100.117,283.2293396,-0.8
-26244.9363,-355.9541,253.916,10.4776,-3.1242,-1.31203,-0.79308,1.94522,0.31116,267.3324,420.0284119,-2.679
-29919.5538,74.4668,388.307,6.53808,-1.39654,0.45986,-0.37818,0.21183,-1.7338,309.4046,566.6673584,-1.008
-22392.2014,24.819,194.018,1.36279,-0.77149,0.31966,-0.45454,0.44136,-1.08177,173.1708,348.3623962,-0.043
-18687.0559,-215.9433,99.2661,6.29483,-0.46612,0.46402,-0.46612,0.35865,-1.03703,93.5127,230.4918518,-0.02
-28291.0024,-179.3635,318.14,11.187,-3.47263,-0.82018,-0.80086,1.96346,-0.36196,317.331,515.1323242,-3.024
-24486.463,164.3372,207.938,4.99542,-2.24131,0.55658,-0.43441,0.53059,-1.18066,212.1184,364.5610352,-2.417
-18684.2755,496.6325,95.5052,5.21093,-0.77049,0.59594,-0.42751,0.41639,-0.77049,74.0792,233.3253021,0.15
-32972.1775,-253.9975,362.406,1.79854,-0.35769,0.61477,-0.18247,0.11428,-0.72906,425.3097,508.2099915,-11.221848
-30485.9534,255.4382,340.324,0.334853,-0.37373,0.51331,-0.18713,0.11404,-0.72959,390.8646,492.6019287,-9.950782
-21826.8306,154.7225,169.689,6.48574,-1.51774,0.0245,-0.38062,0.52903,-0.45991,168.1086,318.8885193,-2.29
-24049.7731,4.774,272.176,0.00122423,0,-0.80197,-0.05986,0.06931,0,228.2928,431.6964417,-8.059982
-35894.0207,33.6829,534.137,14.1442,0,-0.60124,-0.49362,0.31622,-1.0435,475.4194,758.1863403,-6.244
-21603.4873,-3.5582,212.245,1.9704,-0.33894,0.10272,-0.33894,0.06573,-0.33894,154.2516,348.5737,-1.72074
-20587.2204,16.9505,160.244,1.39479,0,0.18668,-0.36943,0.13239,-0.36943,101.1912,336.5730896,-0.46
-14564.6416,-7.7696,62.706,3.40197,0,0.09692,-0.19031,0.13003,-0.19031,41.0524,181.0596008,0.26
-27721.1934,-2.5561,362.661,3.05432,-0.36231,-0.03233,-0.36231,0.21007,-1.00623,296.4114,533.8390503,-2.63
-19876.3148,6.4333,155.525,1.80669,-0.37185,0.08998,-0.37185,0.20738,-0.37185,102.176,306.9523315,-0.49
-30293.3892,-183.0597,374.38,6.47347,-2.96956,-0.46975,-0.80816,1.82445,-0.53537,379.3683,553.4072266,-3.8
-28852.3747,-123.142,308.511,2.85725,0,-0.04069,-0.09502,0.09843,-0.42563,326.4365,467.2084656,-7.050001
-30362.3532,8.5744,332.25,7.79893,-1.91207,0.78083,-0.41048,0.52488,-2.06307,323.1322,505.2296448,-1.9759
-31192.2201,-127.7148,434.01,2.55604,0,0.2644,-0.38761,0.18561,-1.02746,373.9427,606.1245728,-4.4
-25872.6461,287.3738,277.097,3.19644,0,1.46602,-0.48537,0.41957,-2.07776,229.7119,476.1960449,-4.43
-18743.3881,-183.9303,104.31,3.19964,-0.88157,1.00593,-0.49168,0.50003,-1.63833,100.0768,245.5355682,-0.4
-19491.7956,-3.9052,161.931,0.0256387,0,-0.1827,-0.03534,0.0229,0,112.2144,310.6614685,-4.15
-26915.642,-44.5065,332.012,1.87762,-1.17344,0.84884,-0.44209,0.43624,-1.58475,275.3468,528.7696533,-0.824
-24348.6606,6.3349,245.073,5.49001,-0.76457,-0.0171,-0.44896,0.42544,-1.09062,213.2354,421.0566711,-3.59
-24426.6609,-121.9198,241.648,6.82822,-1.915,-0.78727,-0.77834,1.9461,-0.02123,249.3172,399.55896,-3.552
-22639.7791,17.9172,196.859,4.01296,-1.53188,0.72017,-0.44738,0.38547,-1.53188,160.1694,378.1059265,-0.25192
-20853.0512,7.0636,165.849,1.79936,-0.75849,0.07656,-0.43991,0.38211,-0.75849,136.15,318.8439941,-0.88838
-24966.4944,20.7478,252.228,2.2843,-0.42363,0.07926,-0.21215,0.09582,-0.6365,253.0842,417.8428955,-7.180002
-25513.9111,227.2858,299.945,0.00752622,0,-0.37956,-0.26453,0.1025,-0.52812,256.3062,486.6873779,-5.4
-17827.6072,-6.4484,115.111,2.8214,0,-0.03693,-0.06708,0.0413,-0.13414,94.1894,250.3845673,-1.44
-22422.6787,63.6321,194.602,4.15383,-2.18723,0.90299,-0.38982,0.26316,-2.18723,180.1572,332.2939758,0.74
-25406.0981,-567.4943,239.503,7.45765,-1.23183,1.22259,-0.50348,0.46434,-2.36803,211.22,411.591217,-0.433
-27426.6297,104.6204,282.992,1.2615,-1.57243,1.2091,-0.44623,0.43656,-1.99411,237.2548,474.4179077,-1.09
-20521.5036,1.7717,161.238,1.85016,-0.39366,-0.18072,-0.39366,0.21361,-0.39366,122.1664,321.0632324,-0.74
-29917.2392,76.3831,317.013,2.52878,-0.38065,0.39873,-0.19065,0.1157,-0.68668,356.4195,472.3686829,-9.480172
-24010.7696,186.6777,226.159,5.70514,-1.39209,0.36832,-0.43351,0.39038,-1.73251,197.1902,385.0553589,-1.529
-28087.6347,49.2169,340.887,3.32174,-0.5605,0.69762,-0.38024,0.29377,-1.51063,293.7523,511.4438782,-3.61
-19976.841,237.3403,139.681,1.60459,-0.39307,-0.14875,-0.39307,0.2232,-0.39307,108.1396,291.7031555,-0.4
-22110.6943,94.4373,203.793,0.0441126,0,-0.40439,-0.09464,0.07466,0,156.2268,362.7072754,-4.72
-37211.9128,1289.8502,485.52,6.55189,-2.50848,0.42656,-0.62117,1.07188,-1.42368,466.4579,735.6398926,-6.24
-30710.4535,494.003,388.057,3.57778,-1.1935,1.09693,-0.47623,0.46894,-2.71196,364.351,562.9440308,-4.376
-21489.9433,-7.3192,164.623,4.07236,-1.39912,0.41711,-0.44089,0.43961,-1.39912,154.122,307.4003906,-0.10902
-21996.5242,-297.0098,164.423,0.00471652,-1.55142,0.68785,-0.38796,0.21239,-1.55142,136.1474,304.3575439,-0.44
-27897.0131,18.407,339.894,5.68215,-0.70237,0.3926,-0.44207,0.37799,-1.12088,271.3584,515.2086792,-3.57
-32758.5005,-525.3981,403.098,5.23005,-0.61981,1.26672,-0.43573,0.66329,-2.41903,394.3001,620.1217041,-6.897001
-23861.9261,44.6258,232.399,7.79474,-0.47188,0.19222,-0.47188,0.40978,-1.13848,221.6457,404.2071228,-2.80245
-29203.8373,147.8925,302.617,8.93119,-2.86413,0.40513,-0.74259,1.36385,-0.9756,275.1975,504.1974182,-2.059
-29561.3835,150.1727,338.558,1.1981,-1.56205,0.93701,-0.49872,0.50956,-2.1741,300.3134,570.8458862,-4.63
-29086.9157,-71.6251,337.781,5.67842,-2.11746,0.01405,-0.76565,1.90511,-1.11944,337.3676,513.2810669,-3.78351
-27120.3268,-63.9493,310.503,2.21849,-0.72958,0.54892,-0.42722,0.38647,-1.11634,247.3364,477.7671509,-1.89
-20434.5644,-346.5169,139.161,5.89181,-0.93983,1.063,-0.47829,0.50223,-1.59875,126.1146,286.1728821,-0.8
-29679.2055,214.2305,373.272,9.9908,-1.18665,1.00394,-0.47716,0.46935,-2.22161,331.3459,557.8894653,-5.405
-27100.075,-68.0709,292.483,2.22332,-0.52508,0.03685,-0.31437,0.24009,-0.83254,289.5451,461.0133667,-4.46
-19435.4521,-82.5338,116.258,1.99277,-0.76387,0.58772,-0.44154,0.37242,-0.76387,88.106,269.0452881,-0.04
-25820.0978,-319.3572,255.327,5.01739,-2.74324,-1.17705,-0.8298,1.94742,0.09596,267.3324,421.1669006,-1.57
-24749.5335,511.3007,236.226,7.41777,-0.78534,-0.36124,-0.3932,0.52714,-0.2582,211.2196,402.3962402,-4.723
-17747.122,0.8802,92.1932,5.06042,-0.55152,0.73814,-0.55152,0.50408,-1.37137,74.0822,232.3136902,1.13
-28698.0836,-365.9008,337.489,4.95886,-0.66813,0.31284,-0.43702,0.37393,-1.10217,298.3588,542.1179199,-4.87
-27300.1543,-68.7079,288.831,3.18376,-0.99196,-0.01848,-0.38656,0.52623,-0.66259,284.0982,462.3147583,-5.46
-32659.8689,-256.3166,418.295,8.18053,-2.28649,1.43576,-0.44853,0.42152,-2.82422,396.4322,621.1513672,-2.938
-21234.1696,44.3577,152.94,7.76483,-0.78442,-0.11751,-0.39249,0.52348,-0.63681,138.1256,303.3388062,-2.19
-29191.9793,556.2295,370.747,1.75478,-0.24268,0.8136,-0.40359,0.3309,-1.53759,327.8127,546.0799561,-4.419
-24327.9626,53.1754,288.706,0.00131038,0,-0.92663,-0.06614,0.06754,0,230.3086,476.9698486,-7.109998
-21257.0785,100.1858,175.988,0.0036595,0,-0.01779,-0.0936,0.09957,-0.28066,181.4487,316.5698242,-4.53587
-25669.0945,-32.0226,272.42,2.98444,-0.43383,0.0742,-0.45215,0.45967,-1.00747,231.2536,475.738678,-2.46
-26526.2467,-79.9023,259.896,6.7874,-0.67939,0.91773,-0.49362,0.51515,-1.52742,249.0962,439.3476257,-3.55543
-27196.261,670.9351,308.412,3.71137,-0.68639,0.7143,-0.39712,0.37785,-1.6381,254.3464,474.4495544,-3.46
-25608.1007,-86.9632,246.212,6.98771,-0.51226,0.95016,-0.51226,0.50889,-1.49537,233.0968,420.5604248,-3.82201
-18905.6955,-7.0672,126.453,3.10771,-0.36949,0.1926,-0.36949,0.25373,-0.36949,86.1334,282.2399292,-0.19
-32675.3417,-245.6725,438.091,2.94893,-0.93865,0.17911,-0.41332,0.40777,-1.05826,349.4286,642.5148926,-6.03
-21729.8032,21.9495,177.388,3.65931,-1.08748,0.21186,-0.43995,0.38221,-1.08748,152.1494,333.0469055,-0.94422
-20339.2292,3.6033,158.603,7.0575,0,-0.02656,-0.15344,0.08499,-0.30682,128.133,305.0411987,-2.38
-19868.7778,-9.4119,130.703,9.10779,-0.49075,0.90867,-0.49075,0.45251,-1.73529,129.0935,270.6947327,-1.05193
-29964.111,104.4287,345.918,6.40663,-1.19091,0.92323,-0.58455,1.08219,-1.28707,313.7384,556.0953979,-3.66
-25995.5018,-106.1144,277.719,2.82067,0,-0.46738,-0.37033,0.206,-0.45835,240.3222,462.1537781,-3.68
-23557.9861,102.5688,197.634,4.62766,-1.69934,0.57731,-0.3901,0.52623,-1.17311,197.147,355.0434875,-3.064
-16185.3104,-11.4161,70.2356,5.17815,-0.56113,0.50248,-0.56113,0.50248,-1.35083,60.0554,199.6749725,0.96
-23697.2803,-42.728,185.938,6.04821,-1.50866,0.03415,-0.38105,0.52624,-0.45634,182.1354,341.9424438,-3
-35223.3497,-80.0302,509.038,4.64084,-3.88919,1.69579,-0.38654,0.30232,-4.03583,457.4334,691.333374,-0.77
-32176.91,-604.7468,353.955,8.71756,-1.63015,0.62555,-0.81514,1.92294,-2.80577,337.4322,580.171875,-2.6468
-24947.269,-256.7977,231.733,3.75148,-1.20896,0.81843,-0.46933,0.3705,-1.67245,191.2446,399.303833,0.032
-19558.3832,-19.7052,145.299,2.48931,0,0.01787,-0.30163,0.09096,-0.30163,107.1548,299.4517822,0.4
-26553.5051,104.9949,269.904,3.52084,-1.66798,1.21333,-0.47864,0.43688,-2.4229,236.2268,461.9148254,-1.498
-30912.0302,-125.0348,450.269,6.72933,-1.43847,0.34775,-0.39761,0.40505,-1.43847,374.5192,576.3969727,-4.574
-22631.7414,-329.3024,193.378,5.36851,-0.92452,1.52506,-0.47696,0.51316,-2.07821,180.1658,349.1856995,-2.58679
-24467.6453,1229.1808,198.414,6.69891,-1.64595,0.60694,-0.7297,1.07884,-1.12449,183.1617,369.0360718,0.54
-21788.0022,3.5097,181.35,6.09854,-0.81011,0.17092,-0.48064,0.3701,-1.1843,151.1646,340.4301147,-2.38601
-24523.4161,26.62,230.891,0.745214,-1.5162,0.63144,-0.4435,0.39048,-1.587,210.2626,410.6345215,-0.19
-22356.4912,876.3266,184.119,6.64099,-1.58402,-0.47182,-0.79242,1.90343,-0.3731,171.2136,338.4365234,-2.02
-24080.381,-26.4394,233.772,2.36494,0,-0.61233,-0.3846,0.19928,-0.3846,193.2476,399.208313,-5.17
-25847.6674,1.6834,263.198,8.43644,-1.56971,-0.19482,-0.79103,1.90957,-1.13566,250.2746,438.167572,-3.7
-27480.728,-887.0164,272.107,3.32991,-0.7608,0.60747,-0.50346,0.50678,-1.12535,225.305,457.8319397,-3.921
-26512.1185,130.9092,292.482,3.37786,-0.65439,2.11185,-0.43595,0.48972,-2.24473,238.2888,492.7565308,-1.95
-24605.3076,88.784,288.201,4.90596,-0.52821,0.78802,-0.52821,0.50746,-1.38946,222.3296,460.130188,-3.01
-21939.586,31.1595,204.738,0.0447268,0,-0.39886,-0.10922,0.07747,0,156.2268,372.1121826,-4.89
-20878.8521,-28.3581,161.402,4.21506,-0.87373,0.3201,-0.43977,0.31763,-0.87373,140.1384,317.0773926,-0.89378
-26989.6938,11.8398,353.225,3.16291,-0.33379,-0.07361,-0.33379,0.28118,-0.33379,274.4454,485.6750793,-6.7
-24715.581,19.4362,272.173,4.7525,-0.34778,0.05223,-0.37923,0.25805,-0.74755,225.3482,389.5557556,-3.716
-27822.1391,191.7587,321.63,2.43136,-1.39486,0.76441,-0.44363,0.36767,-1.7228,265.3084,509.7983398,-1.61
-20794.5645,48.9612,137.506,2.01193,-0.76317,0.5685,-0.44137,0.37238,-0.76317,102.1328,301.2148438,-0.72
-16112.9333,-5.6863,85.6062,0.381662,-0.13891,-0.32476,-0.15839,0.13969,-0.13891,68.075,214.0557251,-0.82
-16448.9499,-7.9144,82.5698,2.49451,0,0.24204,-0.2036,0.24204,-0.40685,84.9328,201.4446259,-0.63
-26854.1174,-560.6778,308.411,5.83316,0,0.97858,-0.45656,0.2897,-1.66926,270.3514,471.5574951,-4.63
-18047.0293,-12.333,114.16,1.45729,-0.37426,0.36596,-0.37426,0.13749,-0.74351,87.1212,252.3343048,1.06
-21013.074,-17.5652,160.432,0.520048,-0.76987,0.66199,-0.44133,0.44308,-1.09185,137.1378,315.7475586,-0.46
-32886.7388,-84.7589,490.259,5.58544,-2.07176,0.93596,-0.38249,0.32948,-2.33296,434.5037,593.7130737,-4.32
-22427.6661,30.0056,218.077,0.133004,0,-0.66261,-0.06015,0.0687,0,178.233,371.7520752,-5.258842
-19799.3059,47.0641,138.201,2.09049,-0.77091,-0.09561,-0.45236,0.4554,-0.50178,128.1454,272.9131775,-1.47
-24014.625,532.3381,196.368,5.46643,-1.51946,0.55097,-0.42836,0.52152,-0.99794,181.1476,362.2937317,-3.035
-21942.0884,183.4639,177.815,6.09707,0,0.03275,-0.13806,0.09565,-0.31677,172.0134,315.5201416,-4.24
-33675.5927,-21.0265,478.703,3.81791,-0.8935,-0.09167,-0.35702,0.21644,-0.8935,376.4944,722.4853516,-8.59998
-23381.3212,-0.8919,235.678,2.87217,-0.37294,-0.45257,-0.37294,0.35592,-0.16339,212.2656,387.5991516,-5.54
-27378.8837,-1239.3206,267.843,1.88794,-0.7676,0.47949,-0.43688,0.38094,-0.7676,186.2936,490.0866089,-4.63
